"File Path","Link Count","Has Relative Links","Has Fragment Links"
"notes/general-circle/old-gc-docs/2022-02-22 at 12-40 AM.md",9,NO,YES
"notes/aifs/reference/community-gatherings-overview.md",9,NO,YES
"notes/ics/ccc/docs/E-Guides/README.md",9,NO,YES
"notes/ics/ccc/docs/F-Activities/F-Activities.md",9,NO,YES
"notes/ics/ccc/archive/v0.2/F-Activities/F-Activities.md",9,NO,YES
"notes/ics/ccc/archive/v0.2/E-Guides/README.md",9,NO,YES
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md",9,NO,YES
"notes/ics/ccc/archive/v0.19/E-Guides/README.md",9,NO,YES
"notes/ics/Web3 & Regenerative Finance.md",9,NO,YES
"notes/ics/gg23/website/web3-page-content.md",9,NO,YES
"notes/rpp/rpp-working-docs/community-governance.md",9,NO,YES
"notes/rpp/rpp-working-docs/privacy-payments.md",9,NO,YES
"notes/rpp/rpp-playbooks/misc/Playbook researchdesign tasks - RPP.md",9,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Update info hub (Task).md",9,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (23-01-2025).md",9,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (14-03-2024).md",9,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (13-03-2025).md",9,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (03-07-2024).md",9,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (16-07-2024).md",9,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (07-02-2024).md",9,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (26-09-2023).md",9,NO,YES
"notes/dao-primitives/implementation/implementation.md",9,YES,NO
"artifacts/patterns/community-governance.md",9,NO,YES
"link-fix/05-pre-processing-test-results.md",8,NO,YES
"link-fix/test-samples/test-markdown-links.md",8,NO,YES
"link-fix/test-samples/test-wikilinks.md",8,NO,YES
"enveloppe/tags/defi.md",8,NO,YES
"enveloppe/tags/goals.md",8,NO,YES
"enveloppe/tags/impact.md",8,NO,YES
"enveloppe/tags/privacy.md",8,NO,YES
"enveloppe/tags/responsibilities.md",8,NO,YES
"enveloppe/tags/wallets.md",8,NO,YES
"tools/plugin-notes/plugin-notes.md",8,NO,YES
"drafts/OpenCivics-Wiki/Meta/Inbox/OLD Theory of Changes.md",8,NO,YES
"tags/privacy.md",8,NO,YES
"tags/goals.md",8,NO,YES
"tags/wallets.md",8,NO,YES
"tags/regeneration.md",8,NO,YES
"tags/responsibilities.md",8,NO,YES
"tags/impact.md",8,NO,YES
"tags/defi.md",8,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-63 Initial $SPRB allocation parameters.md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Weekly Meeting (9924).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (30-05-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (28-08-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (24-10-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (24-07-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (23-01-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (21-08-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (20-11-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (15-08-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (11-07-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (09-10-2023).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (05-09-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (04-07-2022).md",8,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (03-01-2022).md",8,NO,YES
"notes/general-circle/old-gc-docs/2023-07-24 - Systems Transformation Project wrap-up.md",8,NO,YES
"notes/general-circle/old-gc-docs/2022-04-12 - Governance Conversations Project - 12 April 2022.md",8,NO,YES
"notes/general-circle/old-gc-docs/2022-03-21 - Notes - Governance Conversations.md",8,NO,YES
"notes/general-circle/old-gc-docs/2021-12-26 at 08-00 PM.md",8,NO,YES
"notes/wp/wp-meetings/WP Meeting (04-01-2024).md",8,NO,YES
"notes/archive/clarity/Projects/⬜️ P-193 Community Experience- Revolution 1.md",8,NO,YES
"notes/aifs/aifs-meetings/AIFS Meeting (19-03-2025).md",8,NO,YES
"notes/aifs/reference/giveth-aifs-gatherings-project-text.md",8,NO,YES
"notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md",8,NO,YES
"notes/ics/ccc/docs/E-Guides/E-Guides.md",8,NO,YES
"notes/ics/ccc/docs/C-Implementation/README.md",8,NO,YES
"notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md",8,NO,YES
"notes/ics/ccc/archive/v0.2/E-Guides/E-Guides.md",8,NO,YES
"notes/ics/ccc/archive/v0.2/C-Implementation/README.md",8,NO,YES
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md",8,NO,YES
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md",8,NO,YES
"notes/rpp/rpp-playbooks/playbook-working-docs/07-resource-audit.md",8,NO,YES
"notes/rpp/rpp-playbooks/reference/playbook design references - RPP.md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/RPP Meeting (22-08-2024).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (17-04-2025).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (17-01-2024).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (16-01-2024).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (13-02-2025).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (10-05-2023).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (31-08-2023).md",8,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/Meeting with OTF about project continuation.md",8,NO,YES
"notes/rpp/rpp-experiments/the-ics/ICS GG23 Expression of Interest.md",8,NO,YES
"notes/rpp/rpp-experiments/equality-fund/Equality Fund Experiment Discovery Report.md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-docs/2022-07-12 - Notes on Orca Protocol and Juicebox.md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (23-01-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (21-05-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (18-06-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (14-05-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (06-04-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (04-02-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (05-07-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (03-07-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (03-05-2024).md",8,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Weekly Meeting Template.md",8,NO,YES
"notes/dao-primitives/implementation/patterns/collaboration-scale-patterns/nucleus.md",8,NO,YES
"artifacts/patterns/progressive-web3-adoption.md",8,NO,YES
"artifacts/patterns/poetic-harvesting.md",8,NO,YES
"enveloppe/artifacts/patterns/decider-protocol.md",7,NO,YES
"enveloppe/tags/nfts.md",7,NO,YES
"enveloppe/tags/power.md",7,NO,YES
"tags/mutual-credit.md",7,NO,YES
"tags/mutualism.md",7,NO,YES
"tags/power.md",7,NO,YES
"tags/nfts.md",7,NO,YES
"notes/cxi/Docs/2022-05-20 - Twitter Style Guide.md",7,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-191 Review Discord Onboarding Flow.md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (27-11-2023).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (27-06-2022).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (19-12-2022).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (18-07-2022).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (17-07-2023).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (13-06-2022).md",7,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (12-09-2022).md",7,NO,YES
"notes/general-circle/old-gc-docs/2022-05-31 - SB Governance Musings - June 2022.md",7,NO,YES
"notes/general-circle/old-gc-docs/2022-02-21 at 08-52 PM.md",7,NO,YES
"notes/general-circle/old-gc-docs/2022-01-01 at 06-15 PM.md",7,NO,YES
"notes/general-circle/old-gc-docs/2021-12-27 at 06-30 PM.md",7,NO,YES
"notes/general-circle/old-gc-docs/2021-12-18 at 01-45 PM.md",7,NO,YES
"notes/general-circle/old-gc-docs/2021-12-14 at 05-35 AM.md",7,NO,YES
"notes/wp/wp-meetings/WP Meeting (18-03-2024).md",7,NO,YES
"notes/wp/wp-meetings/WP Meeting (13-01-2024).md",7,NO,YES
"notes/wp/wp-meetings/WP Meeting (04-08-2024).md",7,NO,YES
"notes/ics/ccc/docs/H-Reference/H-Reference.md",7,YES,YES
"notes/ics/ccc/docs/D-Examples/D-Examples.md",7,YES,YES
"notes/ics/ccc/docs/C-Implementation/C-Implementation.md",7,NO,YES
"notes/ics/ccc/archive/v0.2/H-Reference/H-Reference.md",7,YES,YES
"notes/ics/ccc/archive/v0.2/D-Examples/D-Examples.md",7,YES,YES
"notes/ics/ccc/archive/v0.2/C-Implementation/C-Implementation.md",7,NO,YES
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md",7,YES,YES
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md",7,NO,YES
"notes/ics/ccc/archive/v0.18/TO DELETE G.03-future-possibilities.md",7,NO,YES
"notes/rpp/rpp-working-docs/multistakeholder-governance.md",7,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Social Finance Pattern.md",7,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Design POAPs for Gatherings.md",7,NO,NO
"notes/rpp/rpp-archive/rpp-tasks/DAO Cell Playbook - RPP.md",7,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Community Weaver Rolecrafting.md",7,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/os-steward-meetings/RPP OS Steward Meeting (24-06-2025).md",7,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (28-02-2024).md",7,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (25-02-2025).md",7,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (11-02-2023).md",7,NO,YES
"notes/rpp/rpp-archive/rpp-docs/old-rpp-docs/2023-07-05 - [CHARMVERSE] OTF Funding Notes.md",7,NO,YES
"artifacts/patterns/decider-protocol.md",7,NO,YES
"enveloppe/tags/autonomy.md",6,NO,YES
"enveloppe/tags/community.md",6,NO,YES
"enveloppe/tags/modules.md",6,NO,YES
"enveloppe/tags/primitives.md",6,NO,YES
"enveloppe/tags/progress.md",6,NO,YES
"enveloppe/tags/roles.md",6,NO,YES
"enveloppe/tags/vision.md",6,NO,YES
"tools/workflows/library/readme.md",6,YES,YES
"tools/plugin-notes/dataview/dataview-metadata.md",6,NO,YES
"drafts/trash/Modular Politics.md",6,NO,YES
"drafts/OpenCivics-Wiki/About OpenCivics/About Thesis.md",6,NO,YES
"tags/progress.md",6,NO,YES
"tags/autonomy.md",6,NO,YES
"tags/solidarity-economics.md",6,NO,YES
"tags/primitives.md",6,NO,YES
"tags/community.md",6,NO,YES
"tags/solidarity.md",6,NO,YES
"tags/refi.md",6,NO,YES
"tags/proto-dao.md",6,NO,YES
"tags/mutual-aid.md",6,NO,YES
"tags/cooperatives.md",6,NO,YES
"tags/complementary-currencies.md",6,NO,YES
"tags/vision.md",6,NO,YES
"tags/roles.md",6,NO,YES
"tags/modules.md",6,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-263 SuperBenefit Proposal.md",6,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-139 [BOUNTY] Provide a summary of approaches to rewarding past contributors.md",6,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-121 Develop & Publish CXI Bounties.md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (06-05-2024).md",6,NO,YES
"notes/general-circle/old-gc-meetings/General Circle Meeting 181223.md",6,NO,YES
"notes/general-circle/old-gc-meetings/General Circle Weekly Meeting (141024).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (31-07-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (27-03-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (26-06-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (22-08-2022).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (16-10-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (09-01-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (03-04-2023).md",6,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (02-10-2023).md",6,NO,YES
"notes/general-circle/old-gc-docs/2022-07-05 - DAO Primitive Project - Weekly Meeting Doc.md",6,NO,YES
"notes/general-circle/old-gc-docs/2022-01-28 at 05-30 PM.md",6,NO,YES
"notes/wp/wp-meetings/WP Meeting (20-11-2023).md",6,NO,YES
"notes/wp/wp-meetings/WP Meeting (10-02-2023).md",6,NO,YES
"notes/archive/clarity/Projects/⬜️ P-236 Krause House Collaboration.md",6,NO,YES
"notes/archive/clarity/Tags/tactical meetings.md",6,NO,YES
"notes/archive/clarity/Tags/superbenefit governance.md",6,NO,YES
"notes/archive/clarity/Tags/interventions.md",6,NO,YES
"notes/archive/clarity/Tags/governance.md",6,NO,YES
"notes/archive/clarity/Tags/governance concept v2.1.md",6,NO,YES
"notes/archive/clarity/Tags/cxi agenda.md",6,NO,YES
"notes/aifs/poetic-harvests/README.md",6,NO,YES
"notes/ics/ccc/docs/I-Fund/I.00-overview.md",6,YES,YES
"notes/ics/ccc/docs/G-Future/G.03-journeyland-integration.md",6,YES,YES
"notes/ics/ccc/docs/B-Overview/README.md",6,NO,YES
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md",6,YES,YES
"notes/ics/ccc/archive/v0.2/G-Future/G.03-journeyland-integration.md",6,YES,YES
"notes/ics/ccc/archive/v0.2/B-Overview/README.md",6,NO,YES
"notes/ics/ccc/archive/v0.19/H-Reference/H-Reference.md",6,YES,YES
"notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md",6,YES,YES
"notes/ics/ccc/archive/v0.19/B-Overview/README.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/OTF Conversation about project continuation.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Community Governance Playbook - RPP.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-tasks/Application for Octant Epoch 7 - Climate Round.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/os-steward-meetings/RPP OS stewards meeting 24 - 28125.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (11-04-2024).md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (05-01-2025).md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (03-06-2025).md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (02-06-2025).md",6,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (26-10-2023).md",6,NO,YES
"notes/rpp/rpp-archive/rpp-docs/old-rpp-docs/2023-10-02 - [CHARMVERSE] Draft Email Partner-Stakeholder Meeting.md",6,NO,YES
"notes/rpp/rpp-archive/rpp-docs/RPP Onboarding Checklist.md",6,NO,NO
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (07-02-2023).md",6,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (31-01-2023).md",6,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (19-09-2023).md",6,NO,YES
"notes/dao-primitives/implementation/patterns/dao-patterns/dao-state.md",6,NO,YES
"links/readme.md",6,NO,YES
"links/Crypto Canon (a16z).md",6,NO,NO
"artifacts/readme.md",6,YES,YES
"enveloppe/notes/dao-primitives/implementation/patterns/dao-patterns/dao-state.md",5,NO,YES
"enveloppe/notes/rpp/rpp-working-docs/on-chain-vs.-off-chain-governance.md",5,NO,YES
"enveloppe/notes/rpp/rpp-working-docs/optimistic-governance.md",5,NO,YES
"enveloppe/tags/groups.md",5,NO,YES
"enveloppe/tags/values.md",5,NO,YES
"enveloppe/index.md",5,NO,YES
"tools/workflows/lexicon/tag-creation-workflow.md",5,NO,YES
"tools/plugin-notes/dataview/dataview.md",5,NO,YES
"tools/templates/index.md",5,NO,YES
"index.md",5,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Thesis/Open Civic Culture.md",5,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Network/Network/About Network.md",5,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Concepts/Social Organism Ontology.md",5,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Concepts/Protocol Pattern Language.md",5,NO,YES
"tags/groups.md",5,NO,YES
"tags/values.md",5,NO,YES
"notes/cxi/Docs/2022-05-09 - May 9, 2022.md",5,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-78 Spec Ember NFT.md",5,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-92 Clarify Discord Roles and Flow.md",5,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-54 Proposal 2- Adopt the SuperBenefit Ethos.md",5,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-198 SBP2- [Treasury] Reimbursement of Revolution 0 Expense.md",5,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-164 [BOUNTY] Update _Getting Started to web3_ Notion page.md",5,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-109 Attend onboarding for Krause House .md",5,NO,NO
"notes/general-circle/old-gc-tasks/✅ SUP-108 CXI Tactical Meeting #0.md",5,NO,NO
"notes/general-circle/old-gc-meetings/GC Meeting (30-06-2025).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (26-05-2025).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (17-03-2025).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (02-06-2025).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (30-09-2024).md",5,NO,YES
"notes/general-circle/old-gc-meetings/General Circle Weekly Meeting (12224).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (29-08-2022).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (26-09-2022).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (25-07-2022).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (23-10-2023).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (15-05-2023).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (07-08-2023).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (07-03-2022).md",5,NO,YES
"notes/general-circle/old-gc-meetings/GC Meeting (06-03-2023).md",5,NO,YES
"notes/general-circle/old-gc-docs/2023-06-27 - Reimagining Power Cell Proposal.md",5,NO,YES
"notes/general-circle/old-gc-docs/2023-04-03 - Contribution Register & Coordinape Process for Systems Transformation Project.md",5,NO,YES
"notes/general-circle/old-gc-docs/2022-04-22 at 12-39 AM.md",5,NO,YES
"notes/general-circle/old-gc-docs/2021-12-16 at 01-07 AM.md",5,NO,YES
"notes/wp/wp-meetings/WP Meeting (12-02-2024).md",5,NO,YES
"notes/archive/clarity/Projects/⬜️ P-287 Re-Storying Power Project.md",5,NO,YES
"notes/archive/clarity/Tags/theory of change.md",5,NO,YES
"notes/archive/clarity/Tags/community experience squad.md",5,NO,YES
"notes/ics/ccc/docs/I-Fund/README.md",5,YES,YES
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md",5,YES,YES
"notes/ics/ccc/docs/H-Reference/README.md",5,NO,YES
"notes/ics/ccc/docs/D-Examples/README.md",5,NO,YES
"notes/ics/ccc/docs/B-Overview/B-Overview.md",5,NO,YES
"notes/ics/ccc/archive/v0.2/I-Fund/README.md",5,YES,YES
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md",5,YES,YES
"notes/ics/ccc/archive/v0.2/H-Reference/README.md",5,NO,YES
"notes/ics/ccc/archive/v0.2/D-Examples/README.md",5,NO,YES
"notes/ics/ccc/archive/v0.2/B-Overview/B-Overview.md",5,NO,YES
"notes/ics/ccc/archive/v0.19/D-Examples/README.md",5,NO,YES
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md",5,NO,YES
"notes/rpp/rpp-working-docs/optimistic-governance.md",5,NO,YES
"notes/rpp/rpp-working-docs/on-chain-vs.-off-chain-governance.md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/os-steward-meetings/RPP OS Steward Meeting (10-01-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (28-11-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (27-03-2025).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (27-02-2025).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (25-03-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (24-04-2025).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (21-03-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (18-04-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (16-05-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (15-05-2025).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (14-11-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (06-06-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (05-09-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (04-04-2024).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-meetings/core-team-meetings/RPP Core Team Meeting (14-09-2023).md",5,NO,YES
"notes/rpp/rpp-archive/rpp-docs/OTF Funding Notes.md",5,NO,YES
"notes/rpp/rpp-archive/rpp-docs/Infinite Front Porch Concept Note .md",5,NO,YES
"notes/rpp/rpp-archive/rpp-docs/Infinite Front Porch Concept Note  - April 2025.md",5,NO,YES
"notes/rpp/rpp-experiments/all-in-for-sport/all-in-for-sport.md",5,NO,YES
"notes/rpp/rpp-experiments/equality-fund/equality-fund.md",5,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (16-01-2024).md",5,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (09-01-2024).md",5,NO,YES
"notes/dao-primitives/primitives-archive/primitives-meetings/DAO Primitives Meeting (04-09-2024).md",5,NO,YES
"notes/dao-primitives/implementation/patterns/collaboration-scale-patterns/circle.md",5,NO,YES
"link-fix/06-phase-1-summary.md",4,NO,YES
"enveloppe/links/ethereum-localism.md",4,NO,YES
"enveloppe/notes/rpp/rpp-working-docs/token-based-governance.md",4,NO,YES
"enveloppe/tags/attestations.md",4,NO,YES
"enveloppe/tags/policies.md",4,NO,YES
"tools/workflows/artifacts/case-studies/reflection/reflection.md",4,NO,YES
"tools/workflows/artifacts/case-studies/discovery/discovery.md",4,NO,YES
"tools/workflows/artifacts/case-studies/synthesis/synthesis.md",4,NO,YES
"tools/workflows/artifacts/case-studies/intervention/intervention.md",4,NO,YES
"tools/workflows/library/to-delete/link-evaluation-workflow-duplicate.md",4,NO,YES
"tools/workflows/library/to-delete/link-creation-workflow-duplicate.md",4,NO,YES
"tools/workflows/library/old/link-creation-workflow.md",4,NO,YES
"tools/workflows/lexicon/tag-update-workflow.md",4,NO,YES
"tools/workflows/lexicon/readme.md",4,NO,YES
"tools/plugin-notes/templater/templater-reference.md",4,NO,YES
"tools/templates/link-fix-templates/T03-Remove-Leading-Slashes-v2.md",4,NO,YES
"tools/templates/link-fix-templates/T03-Remove-Leading-Slashes.md",4,NO,YES
"tools/templates/article.md",4,NO,YES
"drafts/pdf-old/01-discovery-duplicate.md",4,NO,YES
"drafts/OpenCivics-Wiki/Updates/2024 Roadmap.md",4,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Network/Membership/Membership Roles.md",4,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Concepts/Practice Ethics.md",4,NO,YES
"drafts/OpenCivics-Wiki/OpenCivics Concepts/Participatory Design Process.md",4,NO,YES
"drafts/OpenCivics-Wiki/Meta/Inbox/Regenerating What's Been Lost.md",4,NO,YES
"drafts/OpenCivics-Wiki/Meta/Inbox/Membership Criteria.md",4,NO,YES
"drafts/patterns-pattern.md",4,NO,YES
"tags/policies.md",4,NO,YES
"tags/local-nodes.md",4,YES,YES
"tags/coordi-nations.md",4,NO,YES
"tags/readme.md",4,NO,YES
"tags/attestations.md",4,NO,YES
"notes/cxi/Docs/2023-01-17 - DRAFT Proposal to create a Community Experience team for AIFS.md",4,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-277 Treasury Allocation for SBP13 & SBP6.md",4,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-265 CCS Workshop.md",4,NO,YES
"notes/general-circle/old-gc-tasks/⬜️ SUP-246 [BOUNTY] Distribute some $SPRB to the Discord community.md",4,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-65 Design contribution recognition and reward process.md",4,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-53 Proposal 1- Initiate Governance with @Lewwwk as General Circle Lead.md",4,NO,YES
"notes/general-circle/old-gc-tasks/✅ SUP-235 Setting up GnosisSafe wallets for latest proposals .md",4,NO,YES
