"File","Original Link","Fixed Link","Timestamp"
"notes/ics/ccc/archive/v0.19/G-Future/README.md","[G.09-reserve-currency-integration.md](/notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/README.md","[G.10-impact-yield-fund.md](/notes/ics/ccc/v0.2/G-Future/G.10-impact-yield-fund.md)","[G.10-impact-yield-fund.md](notes/ics/ccc/v0.2/G-Future/G.10-impact-yield-fund.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/README.md","[G.11-future-credit-flow-examples.md](/notes/ics/ccc/v0.2/G-Future/G.11-future-credit-flow-examples.md)","[G.11-future-credit-flow-examples.md](notes/ics/ccc/v0.2/G-Future/G.11-future-credit-flow-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/README.md","[G-Future.md](/notes/ics/ccc/v0.2/G-Future/G-Future.md)","[G-Future.md](notes/ics/ccc/v0.2/G-Future/G-Future.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md","[B.03-how-it-works.md](/notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md","[C.05-risks-and-mitigation.md](/notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","[C.05-risks-and-mitigation.md](notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md","[E.02-requesting-from-pool.md](/notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","[E.02-requesting-from-pool.md](notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md","[C.04-technology-implementation.md](/notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","[C.04-technology-implementation.md](notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md","[E.03-tracking-voucher-balance.md](/notes/ics/ccc/v0.2/E-Guides/E.03-tracking-voucher-balance.md)","[E.03-tracking-voucher-balance.md](notes/ics/ccc/v0.2/E-Guides/E.03-tracking-voucher-balance.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md","[D.01-commitment-examples.md](/notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","[D.01-commitment-examples.md](notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md","[E.05-inviting-new-members.md](/notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","[E.05-inviting-new-members.md](notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md","[F.04-community-market-day.md](/notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md)","[F.04-community-market-day.md](notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md","[F.02-celebrations-and-reviews.md](/notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md)","[F.02-celebrations-and-reviews.md](notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md","[C.01-onboarding-process.md](/notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","[C.01-onboarding-process.md](notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md","[E.07-proposing-community-activities.md](/notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","[E.07-proposing-community-activities.md](notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md","[C.03-governance-structure.md](/notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","[C.03-governance-structure.md](notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md","[F.01-connection-circles.md](/notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md)","[F.01-connection-circles.md](notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md","[E.06-participating-in-connection-circles.md](/notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","[E.06-participating-in-connection-circles.md](notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[D.04-scaling-with-bread.md](/notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","[D.04-scaling-with-bread.md](notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.02: Neighbourhood Networks](/notes/ics/ccc/v0.2/G-Future/G.02-neighbourhood-networks.md)","[G.02: Neighbourhood Networks](notes/ics/ccc/v0.2/G-Future/G.02-neighbourhood-networks.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.03: Journeyland Integration](/notes/ics/ccc/v0.2/G-Future/G.03-journeyland-integration.md)","[G.03: Journeyland Integration](notes/ics/ccc/v0.2/G-Future/G.03-journeyland-integration.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.04: Artist Collective Collaboration](/notes/ics/ccc/v0.2/G-Future/G.04-artist-collective-collaboration.md)","[G.04: Artist Collective Collaboration](notes/ics/ccc/v0.2/G-Future/G.04-artist-collective-collaboration.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.05: ICS Credit Backing Model](/notes/ics/ccc/v0.2/G-Future/G.05-ics-credit-backing-model.md)","[G.05: ICS Credit Backing Model](notes/ics/ccc/v0.2/G-Future/G.05-ics-credit-backing-model.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.06: Reimagine Meal Credits System](/notes/ics/ccc/v0.2/G-Future/G.06-reimagine-meal-credits-system.md)","[G.06: Reimagine Meal Credits System](notes/ics/ccc/v0.2/G-Future/G.06-reimagine-meal-credits-system.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.07: Citizen Wallet Integration](/notes/ics/ccc/v0.2/G-Future/G.07-citizen-wallet-integration.md)","[G.07: Citizen Wallet Integration](notes/ics/ccc/v0.2/G-Future/G.07-citizen-wallet-integration.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.08: MAPLE Stablecoin](/notes/ics/ccc/v0.2/G-Future/G.08-maple-stablecoin.md)","[G.08: MAPLE Stablecoin](notes/ics/ccc/v0.2/G-Future/G.08-maple-stablecoin.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.09: Reserve Currency Integration](/notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md)","[G.09: Reserve Currency Integration](notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.10: Impact Yield Fund](/notes/ics/ccc/v0.2/G-Future/G.10-impact-yield-fund.md)","[G.10: Impact Yield Fund](notes/ics/ccc/v0.2/G-Future/G.10-impact-yield-fund.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","[G.11: Future Credit Flow Examples](/notes/ics/ccc/v0.2/G-Future/G.11-future-credit-flow-examples.md)","[G.11: Future Credit Flow Examples](notes/ics/ccc/v0.2/G-Future/G.11-future-credit-flow-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.01-connection-circles.md](/notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md)","[F.01-connection-circles.md](notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.02-celebrations-and-reviews.md](/notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md)","[F.02-celebrations-and-reviews.md](notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.03-jubilee.md](/notes/ics/ccc/v0.2/F-Activities/F.03-jubilee.md)","[F.03-jubilee.md](notes/ics/ccc/v0.2/F-Activities/F.03-jubilee.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.04-community-market-day.md](/notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md)","[F.04-community-market-day.md](notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.05-new-member-orientation.md](/notes/ics/ccc/v0.2/F-Activities/F.05-new-member-orientation.md)","[F.05-new-member-orientation.md](notes/ics/ccc/v0.2/F-Activities/F.05-new-member-orientation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.06-steward-circle-meetings.md](/notes/ics/ccc/v0.2/F-Activities/F.06-steward-circle-meetings.md)","[F.06-steward-circle-meetings.md](notes/ics/ccc/v0.2/F-Activities/F.06-steward-circle-meetings.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.07-commitment-showcase.md](/notes/ics/ccc/v0.2/F-Activities/F.07-commitment-showcase.md)","[F.07-commitment-showcase.md](notes/ics/ccc/v0.2/F-Activities/F.07-commitment-showcase.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[README.md](/notes/ics/ccc/v0.2/F-Activities/README.md)","[README.md](notes/ics/ccc/v0.2/F-Activities/README.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/F-Activities/F-Activities.md","[F.09-community-exchange-launch-may7.md](/notes/ics/ccc/v0.2/F-Activities/F.09-community-exchange-launch-may7.md)","[F.09-community-exchange-launch-may7.md](notes/ics/ccc/v0.2/F-Activities/F.09-community-exchange-launch-may7.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.01-adding-commitments.md](/notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md)","[E.01-adding-commitments.md](notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.02-requesting-from-pool.md](/notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","[E.02-requesting-from-pool.md](notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.03-tracking-credit-balance.md](/notes/ics/ccc/v0.2/E-Guides/E.03-tracking-credit-balance.md)","[E.03-tracking-credit-balance.md](notes/ics/ccc/v0.2/E-Guides/E.03-tracking-credit-balance.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.04-handling-exchange-issues.md](/notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md)","[E.04-handling-exchange-issues.md](notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.05-inviting-new-members.md](/notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","[E.05-inviting-new-members.md](notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.06-participating-in-connection-circles.md](/notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","[E.06-participating-in-connection-circles.md](notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.07-proposing-community-activities.md](/notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","[E.07-proposing-community-activities.md](notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E.08-using-technology-tools.md](/notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md)","[E.08-using-technology-tools.md](notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/README.md","[E-Guides.md](/notes/ics/ccc/v0.2/E-Guides/E-Guides.md)","[E-Guides.md](notes/ics/ccc/v0.2/E-Guides/E-Guides.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.01-adding-commitments.md](/notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md)","[E.01-adding-commitments.md](notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.02-requesting-from-pool.md](/notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","[E.02-requesting-from-pool.md](notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.03-tracking-credit-balance.md](/notes/ics/ccc/v0.2/E-Guides/E.03-tracking-credit-balance.md)","[E.03-tracking-credit-balance.md](notes/ics/ccc/v0.2/E-Guides/E.03-tracking-credit-balance.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.04-handling-exchange-issues.md](/notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md)","[E.04-handling-exchange-issues.md](notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.05-inviting-new-members.md](/notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","[E.05-inviting-new-members.md](notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.06-participating-in-connection-circles.md](/notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","[E.06-participating-in-connection-circles.md](notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.07-proposing-community-activities.md](/notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","[E.07-proposing-community-activities.md](notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/E-Guides/E-Guides.md","[E.08-using-technology-tools.md](/notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md)","[E.08-using-technology-tools.md](notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/README.md","[D.01-commitment-examples.md](/notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","[D.01-commitment-examples.md](notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/README.md","[D.02-credit-flow-examples.md](/notes/ics/ccc/v0.2/D-Examples/D.02-credit-flow-examples.md)","[D.02-credit-flow-examples.md](notes/ics/ccc/v0.2/D-Examples/D.02-credit-flow-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/README.md","[D.03-testimonial-scenarios.md](/notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md)","[D.03-testimonial-scenarios.md](notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/README.md","[D.04-scaling-with-bread.md](/notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","[D.04-scaling-with-bread.md](notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/README.md","[D-Examples.md](/notes/ics/ccc/v0.2/D-Examples/D-Examples.md)","[D-Examples.md](notes/ics/ccc/v0.2/D-Examples/D-Examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[D.01-commitment-examples.md](/notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","[D.01-commitment-examples.md](notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[D.02-credit-flow-examples.md](/notes/ics/ccc/v0.2/D-Examples/D.02-credit-flow-examples.md)","[D.02-credit-flow-examples.md](notes/ics/ccc/v0.2/D-Examples/D.02-credit-flow-examples.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[D.03-testimonial-scenarios.md](/notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md)","[D.03-testimonial-scenarios.md](notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[D.04-scaling-with-bread.md](/notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","[D.04-scaling-with-bread.md](notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.01-onboarding-process.md](/notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","[C.01-onboarding-process.md](notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.02-implementation-timeline.md](/notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md)","[C.02-implementation-timeline.md](notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.03-governance-structure.md](/notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","[C.03-governance-structure.md](notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.04-technology-implementation.md](/notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","[C.04-technology-implementation.md](notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.05-risks-and-mitigation.md](/notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","[C.05-risks-and-mitigation.md](notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.06-success-metrics.md](/notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","[C.06-success-metrics.md](notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C.07-conflict-resolution.md](/notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","[C.07-conflict-resolution.md](notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/README.md","[C-Implementation.md](/notes/ics/ccc/v0.2/C-Implementation/C-Implementation.md)","[C-Implementation.md](notes/ics/ccc/v0.2/C-Implementation/C-Implementation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.01-onboarding-process.md](/notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","[C.01-onboarding-process.md](notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.02-implementation-timeline.md](/notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md)","[C.02-implementation-timeline.md](notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.03-governance-structure.md](/notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","[C.03-governance-structure.md](notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.04-technology-implementation.md](/notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","[C.04-technology-implementation.md](notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.05-risks-and-mitigation.md](/notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","[C.05-risks-and-mitigation.md](notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.06-success-metrics.md](/notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","[C.06-success-metrics.md](notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/C-Implementation/C-Implementation.md","[C.07-conflict-resolution.md](/notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","[C.07-conflict-resolution.md](notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md","[B.01-introduction.md](/notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md","[B.02-why-community-exchange.md](/notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md","[B.03-how-it-works.md](/notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md","[B.04-visual-concept.md](/notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B-Overview.md","[B.05-principles-and-values.md](/notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","[B.05-principles-and-values.md](notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B.01-introduction.md](/notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B.02-why-community-exchange.md](/notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B.03-how-it-works.md](/notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B.04-visual-concept.md](/notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B.05-principles-and-values.md](/notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","[B.05-principles-and-values.md](notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/README.md","[B-Overview.md](/notes/ics/ccc/v0.2/B-Overview/B-Overview.md)","[B-Overview.md](notes/ics/ccc/v0.2/B-Overview/B-Overview.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/B-Overview/B.01-community-exchange-overview.md","[**Guide to Finding Common Purpose**](/E-Guides/E.10-finding-common-purpose.md)","[**Guide to Finding Common Purpose**](E-Guides/E.10-finding-common-purpose.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[A.01-pdf-cover.md](/notes/ics/ccc/v0.2/A-Cover/A.01-pdf-cover.md)","[A.01-pdf-cover.md](notes/ics/ccc/v0.2/A-Cover/A.01-pdf-cover.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[A.02-table-of-contents.md](/notes/ics/ccc/v0.2/A-Cover/A.02-table-of-contents.md)","[A.02-table-of-contents.md](notes/ics/ccc/v0.2/A-Cover/A.02-table-of-contents.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[B.01-introduction.md](/notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[B.02-why-community-exchange.md](/notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[B.03-how-it-works.md](/notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","20250802-214203"
"notes/ics/ccc/archive/v0.19/A-Cover/A.02-table-of-contents.md","[B.04-visual-concept.md](/notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","20250802-214203"
